"Platform","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count","ConsoleCompany","TargetAudience","Category","Sales"
"X360","2012",77,23,7.7,36,"Xbox","Children","Misc",1.05409255338946
"GBA","2001",95,16,7.5,22,"Nintendo","Children","Sports",1.08465228909328
"PS2","2005",77,43,8.7,70,"Sony","Teen & Up","Action",1.01015254455221
"PS2","2002",70,14,8.8,60,"Sony","Children","Action",1.32453235706504
"PSP","2008",76,8,7.6,11,"Sony","Children","Action",1.58113883008419
"Wii","2009",62,22,7.2,36,"Nintendo","Children","Action",1.37360563948689
"PC","2010",84,39,8.6,2779,"PC","Teen & Up","Big-Brain",1.30188910980824
"PS3","2012",52,36,4.9,222,"Sony","Teen & Up","Action",1.44337567297406
"PS3","2011",72,28,6.9,80,"Sony","Teen & Up","Action",1.37360563948689
"PS2","2003",57,4,8.4,37,"Sony","Teen & Up","Sports",1.32453235706504
"PS3","2009",81,38,8.1,55,"Sony","Teen & Up","Action",1.44337567297406
"X","2003",65,23,5.8,28,"Xbox","Teen & Up","Action",1.14707866935281
"PS3","2008",74,43,7.3,118,"Sony","Teen & Up","Action",1.16247638743819
"GBA","2004",81,43,8,31,"Nintendo","Children","Big-Brain",1.21267812518166
"3DS","2015",73,73,7.5,182,"Nintendo","Children","Action",1.33630620956212
"PS3","2011",76,36,7.3,34,"Sony","Children","Action",1.38675049056307
"PS2","2006",85,19,8.9,55,"Sony","Children","Sports",1.01534616513362
"PS2","2004",70,31,6.3,24,"Sony","Teen & Up","Action",1.32453235706504
"XOne","2013",88,22,5.8,328,"Xbox","Children","Sports",1.54303349962092
"PS","1997",83,13,7.9,16,"Sony","Teen & Up","Action",1.60128153805087
"X360","2008",79,82,7.5,333,"Xbox","Teen & Up","Action",1.40028008402801
"PS3","2006",43,17,4.1,177,"Sony","Children","Action",1.56173761888606
"PS2","2001",85,17,8.5,22,"Sony","Children","Sports",1.32453235706504
"X360","2011",77,13,7.6,21,"Xbox","Children","Sports",1.19522860933439
"X360","2012",53,43,5.4,438,"Xbox","Teen & Up","Action",1.30188910980824
"PSP","2007",88,41,8,238,"Sony","Teen & Up","Big-Brain",1.49071198499986
"X360","2010",45,39,5.8,89,"Xbox","Teen & Up","Action",1.36082763487954
"DS","2007",78,32,8.2,66,"Nintendo","Children","Action",1.37360563948689
"PS2","2001",73,15,8.3,30,"Sony","Teen & Up","Action",1.33630620956212
"PSP","2007",69,20,7.3,30,"Sony","Teen & Up","Action",1.41421356237309
"PS4","2014",62,44,5.1,164,"Sony","Teen & Up","Sports",1.60128153805087
"PS2","2004",43,5,3.4,13,"Sony","Teen & Up","Action",1.33630620956212
"PSP","2009",83,9,7.9,14,"Sony","Children","Sports",2.5
"GC","2003",76,55,8.1,22,"Nintendo","Children","Misc",1.41421356237309
"PS2","2003",68,28,9,28,"Sony","Children","Action",1.33630620956212
"PSV","2012",93,61,9.2,1240,"Sony","Teen & Up","Big-Brain",1.64398987305357
"XOne","2014",81,89,7.7,1142,"Xbox","Teen & Up","Action",1.25
"PS2","2003",79,33,8.4,38,"Sony","Teen & Up","Action",1.50755672288882
"PS2","2005",91,77,9.1,948,"Sony","Teen & Up","Action",1.1322770341446
"PS","1998",81,12,8.5,17,"Sony","Children","Big-Brain",2
"3DS","2011",56,36,7.1,50,"Nintendo","Children","Action",1.45864991497895
"PS3","2007",88,46,7.5,156,"Sony","Teen & Up","Action",1.32453235706504
"PS3","2013",74,22,7.5,121,"Sony","Teen & Up","Sports",1.42857142857143
"PS3","2008",65,42,6.6,49,"Sony","Teen & Up","Action",1.52498570332605
"PS2","2005",76,27,9,21,"Sony","Children","Big-Brain",1.02597835208515
"PS4","2015",69,50,7.7,600,"Sony","Teen & Up","Action",1.76776695296637
"X","2003",84,31,9.1,31,"Xbox","Teen & Up","Action",1.18678165819385
"PS3","2007",81,66,8.8,32,"Sony","Children","Sports",1.79605302026775
"PS4","2014",79,50,8.1,800,"Sony","Teen & Up","Action",1.69030850945703
"PS2","2001",73,15,8.8,32,"Sony","Teen & Up","Big-Brain",2.88675134594813
"WiiU","2013",87,79,8.7,666,"Nintendo","Children","Big-Brain",1.49071198499986
"X","2002",87,32,8,47,"Xbox","Teen & Up","Big-Brain",0.995037190209989
"WiiU","2013",80,66,8.2,283,"Nintendo","Children","Action",1.42857142857143
"WiiU","2016",76,74,8,276,"Nintendo","Children","Action",1.33630620956212
"GBA","2006",50,8,4.7,6,"Nintendo","Children","Sports",1.11111111111111
"3DS","2011",67,25,6.1,31,"Nintendo","Children","Action",1.28036879932896
"PS4","2015",83,37,6.6,367,"Sony","Children","Sports",2.08514414057075
"X","2004",84,55,8.6,14,"Xbox","Teen & Up","Action",1.00503781525921
"PS3","2011",80,27,8.3,52,"Sony","Teen & Up","Misc",1.37360563948689
"PS3","2008",79,66,7.8,366,"Sony","Teen & Up","Action",1.79605302026775
"X360","2009",85,69,6.8,108,"Xbox","Teen & Up","Misc",1.24034734589208
"3DS","2012",73,51,8.6,210,"Nintendo","Children","Big-Brain",1.74077655955698
"PS3","2007",82,48,5.9,15,"Sony","Teen & Up","Misc",1.49071198499986
"PS2","2001",57,15,7.6,9,"Sony","Children","Sports",1.34839972492648
"Wii","2009",78,50,8.3,32,"Nintendo","Children","Action",2
"X360","2011",77,30,8.2,62,"Xbox","Teen & Up","Misc",1.09108945117996
"PS3","2010",82,85,8.4,202,"Sony","Children","Sports",1.41421356237309
"PSP","2005",82,44,8.6,63,"Sony","Teen & Up","Action",0.985329278164293
"X","2005",78,46,5.1,27,"Xbox","Teen & Up","Action",1.23091490979333
"PS2","2009",71,4,2.6,10,"Sony","Teen & Up","Misc",1.88982236504614
"PS3","2009",79,77,8.1,165,"Sony","Teen & Up","Action",2.18217890235992
"X","2004",83,60,8.3,40,"Xbox","Teen & Up","Action",1.10431526074847
"X360","2010",70,91,6,202,"Xbox","Teen & Up","Action",1.25988157669742
"PS3","2009",88,60,8.7,59,"Sony","Teen & Up","Misc",1.22169444356305
"X360","2011",79,75,4.5,2382,"Xbox","Teen & Up","Action",1.17851130197758
"X","2003",74,38,7.6,51,"Xbox","Teen & Up","Action",1.08465228909328
"PS2","2007",69,50,6.3,31,"Sony","Teen & Up","Misc",1.04257207028537
"PS3","2011",84,52,7.3,95,"Sony","Teen & Up","Action",1.49071198499986
"PS2","2007",82,8,6.8,13,"Sony","Teen & Up","Misc",1.18678165819385
"X","2005",94,70,9,160,"Xbox","Teen & Up","Action",1.21267812518166
"X360","2013",75,43,7.7,100,"Xbox","Teen & Up","Sports",1.25
"PS4","2016",88,62,7.7,629,"Sony","Teen & Up","Action",1.56173761888606
"PS3","2010",85,62,7.9,472,"Sony","Teen & Up","Action",1.41421356237309
"DS","2011",81,23,7.4,29,"Nintendo","Children","Big-Brain",1.05409255338946
"GC","2003",86,60,8.5,181,"Nintendo","Teen & Up","Big-Brain",1.36082763487954
"Wii","2007",61,16,6.9,14,"Nintendo","Children","Sports",1.37360563948689
"PS3","2008",87,39,8.1,110,"Sony","Children","Sports",1.79605302026775
"X360","2007",73,54,6.7,77,"Xbox","Teen & Up","Action",1.49071198499986
"PS","1998",80,13,8.5,44,"Sony","Children","Big-Brain",1.96116135138184
"Wii","2009",54,51,6.9,199,"Nintendo","Children","Action",1.25
"X360","2014",69,6,7.3,122,"Xbox","Children","Action",1.38675049056307
"X360","2013",77,18,5.8,74,"Xbox","Children","Sports",0.995037190209989
"WiiU","2016",86,74,8.4,340,"Nintendo","Teen & Up","Action",1.30188910980824
"PS3","2009",86,54,5.7,87,"Sony","Teen & Up","Misc",1.37360563948689
"X360","2010",47,52,2.1,98,"Xbox","Children","Sports",1.15470053837925
"GBA","2003",75,21,8.9,39,"Nintendo","Children","Big-Brain",1.1322770341446
"Wii","2008",66,13,4.4,7,"Nintendo","Children","Action",1.04828483672192
"PSP","2005",68,51,7.6,58,"Sony","Teen & Up","Big-Brain",1.36082763487954
"X","2003",92,27,8.3,48,"Xbox","Children","Sports",0.990147542976674
"PS2","2006",75,56,8.3,99,"Sony","Teen & Up","Action",1.05999788000636
"PS2","2002",65,32,8.3,33,"Sony","Teen & Up","Action",1.37360563948689
"PS3","2010",74,42,6.9,42,"Sony","Teen & Up","Action",1.50755672288882
"X360","2012",76,20,5.5,65,"Xbox","Children","Action",0.990147542976674
"X360","2009",84,70,7.9,73,"Xbox","Teen & Up","Sports",1.10431526074847
"PS2","2003",88,15,8.9,77,"Sony","Children","Sports",1.37360563948689
"PSP","2005",73,28,7.2,9,"Sony","Children","Misc",1.15470053837925
"PS3","2007",85,47,7.4,67,"Sony","Teen & Up","Action",1.85695338177052
"PS3","2010",75,69,7.5,267,"Sony","Teen & Up","Action",1.25
"PS2","2004",58,21,6,19,"Sony","Teen & Up","Action",1.25
"PSP","2008",70,10,8.1,49,"Sony","Teen & Up","Action",1.52498570332605
"GBA","2003",40,23,6.1,22,"Nintendo","Teen & Up","Action",1.13960576459638
"GC","2005",67,59,8.1,106,"Nintendo","Teen & Up","Action",1.21267812518166
"PS4","2014",90,16,8.5,530,"Sony","Children","Action",2.1320071635561
"PSP","2007",59,7,6.7,15,"Sony","Teen & Up","Action",2.04124145231932
"DS","2006",47,9,5,38,"Nintendo","Children","Action",1.02062072615966
"Wii","2010",73,17,7.3,8,"Nintendo","Children","Sports",1.96116135138184
"PS2","2006",82,14,7.4,83,"Sony","Teen & Up","Action",1.05999788000636
"PS3","2008",85,59,7.3,246,"Sony","Teen & Up","Action",1.45864991497895
"Wii","2009",74,5,8.1,32,"Nintendo","Children","Sports",1.07832773203438
"X360","2011",85,77,7.1,167,"Xbox","Teen & Up","Action",1.12508790092602
"X360","2008",76,57,6.6,198,"Xbox","Teen & Up","Action",1.37360563948689
"X360","2009",84,72,8,42,"Xbox","Teen & Up","Misc",1.32453235706504
"Wii","2009",88,44,8.8,57,"Nintendo","Children","Sports",1.29099444873581
"PS2","2005",86,57,8.4,96,"Sony","Teen & Up","Action",1.16247638743819
"PS3","2013",66,62,5.9,556,"Sony","Teen & Up","Big-Brain",1.79605302026775
"PS3","2008",75,32,8.6,95,"Sony","Teen & Up","Action",1.42857142857143
"PSP","2009",90,77,7.3,146,"Sony","Teen & Up","Action",1.88982236504614
"PS2","2006",75,43,8.5,84,"Sony","Teen & Up","Action",1.06600358177805
"PS2","2002",81,25,7.3,14,"Sony","Children","Sports",1.38675049056307
"DS","2008",65,20,6.5,21,"Nintendo","Children","Big-Brain",1.23091490979333
"PS3","2007",89,21,8.4,188,"Sony","Teen & Up","Action",1.88982236504614
"X360","2008",80,56,8.3,156,"Xbox","Teen & Up","Action",1.37360563948689
"PS3","2012",77,21,6.3,18,"Sony","Children","Action",1.64398987305357
"PS2","2005",89,36,8.7,37,"Sony","Children","Sports",1.38675049056307
"PS2","2003",71,28,8.3,22,"Sony","Teen & Up","Action",1.38675049056307
"PS4","2016",89,61,8.4,769,"Sony","Teen & Up","Action",1.47441956154897
"Wii","2007",72,42,8.1,61,"Nintendo","Children","Action",1.52498570332605
"X360","2010",64,64,7.3,247,"Xbox","Teen & Up","Action",1.34839972492648
"PC","2001",87,21,9.1,645,"PC","Teen & Up","Big-Brain",0.985329278164293
"GBA","2004",65,12,7.7,6,"Nintendo","Children","Action",1.14707866935281
"PS2","2002",63,9,8.8,10,"Sony","Teen & Up","Sports",1.38675049056307
"X360","2010",83,81,7.9,293,"Xbox","Teen & Up","Action",1.22169444356305
"X360","2008",72,69,7.2,152,"Xbox","Teen & Up","Action",1.24034734589208
"PS3","2007",84,50,8.4,184,"Sony","Teen & Up","Big-Brain",1.42857142857143
"PS3","2011",87,52,7.1,122,"Sony","Teen & Up","Sports",1.92450089729875
"PS3","2012",82,16,8.3,85,"Sony","Children","Action",1.64398987305357
"PS4","2014",70,57,6.1,280,"Sony","Teen & Up","Sports",1.47441956154897
"Wii","2008",71,24,6.8,17,"Nintendo","Children","Sports",1.88982236504614
"PS3","2007",83,32,8,33,"Sony","Children","Sports",2.5
"DS","2007",75,22,6.9,36,"Nintendo","Teen & Up","Action",1.02597835208515
"Wii","2009",75,55,8,60,"Nintendo","Teen & Up","Action",1.47441956154897
"PSP","2006",81,31,9,36,"Sony","Teen & Up","Action",1.11111111111111
"DS","2007",44,5,2.5,4,"Nintendo","Children","Action",1.01534616513362
"PS2","2002",89,21,8,22,"Sony","Children","Sports",1.40028008402801
"X","2001",61,17,8.3,6,"Xbox","Teen & Up","Sports",1.1322770341446
"PS","2000",82,14,8.4,5,"Sony","Children","Sports",1.04828483672192
"X","2005",92,73,7.6,214,"Xbox","Children","Sports",1.38675049056307
"PS3","2007",80,35,7.9,32,"Sony","Children","Sports",2.08514414057075
"PS2","2003",81,22,8.9,17,"Sony","Children","Sports",1.40028008402801
"PS","1999",91,17,9,133,"Sony","Teen & Up","Action",1.31306432859723
"X360","2009",80,59,8.4,36,"Xbox","Teen & Up","Action",1.33630620956212
"PS3","2012",83,40,7.7,646,"Sony","Teen & Up","Action",1.79605302026775
"GC","2003",74,22,8.9,39,"Nintendo","Teen & Up","Action",1.50755672288882
"PS2","2006",73,25,8.7,6,"Sony","Children","Big-Brain",1.07211253483779
"PS3","2010",65,57,7.3,169,"Sony","Teen & Up","Action",1.56173761888606
"GBA","2001",86,19,8.4,23,"Nintendo","Children","Sports",1.60128153805087
"X360","2006",46,38,4.4,458,"Xbox","Children","Action",1.50755672288882
"X","2005",83,32,8.8,29,"Xbox","Teen & Up","Sports",1.37360563948689
"X360","2007",71,52,7.7,73,"Xbox","Teen & Up","Action",1.36082763487954
"PS3","2012",81,23,7.5,55,"Sony","Children","Sports",2.88675134594813
"X360","2011",68,85,5.8,404,"Xbox","Teen & Up","Action",1.30188910980824
"PS2","2005",79,30,8.4,17,"Sony","Children","Sports",1.07832773203438
"3DS","2011",66,29,6.9,110,"Nintendo","Children","Action",1.50755672288882
"PSP","2005",88,56,7.9,102,"Sony","Children","Sports",1.45864991497895
"PS3","2012",86,30,7.4,92,"Sony","Teen & Up","Action",1.34839972492648
"X360","2011",73,54,7,31,"Xbox","Children","Action",1.36082763487954
"PS3","2007",84,29,8.1,41,"Sony","Teen & Up","Action",1.71498585142509
"DS","2005",75,48,7.6,33,"Nintendo","Children","Action",1.19522860933439
"Wii","2007",65,13,6.1,26,"Nintendo","Children","Sports",1.76776695296637
"Wii","2008",67,12,7,8,"Nintendo","Children","Action",1.47441956154897
"Wii","2009",78,28,8.6,28,"Nintendo","Children","Action",1.2700012700019
"PS2","2003",82,16,8.8,12,"Sony","Children","Sports",1.41421356237309
"PS3","2008",77,36,7.7,30,"Sony","Children","Action",1.50755672288882
"PC","1996",86,18,8.5,3572,"PC","Teen & Up","Action",1.02062072615966
"PS","1998",93,12,8.5,46,"Sony","Teen & Up","Action",1.62221421130763
"3DS","2016",81,71,8.7,92,"Nintendo","Children","Action",1.82574185835055
"PSP","2009",79,58,8.8,39,"Sony","Teen & Up","Sports",2.5
"Wii","2011",61,11,6,5,"Nintendo","Children","Action",1.24034734589208
"Wii","2010",48,6,3.3,4,"Nintendo","Children","Misc",1.96116135138184
"Wii","2007",72,24,7,22,"Nintendo","Children","Sports",1.03695169473043
"Wii","2007",72,27,8.4,61,"Nintendo","Teen & Up","Action",1.76776695296637
"PS3","2013",83,31,5.3,33,"Sony","Children","Action",1.50755672288882
"GC","2004",70,25,6.7,15,"Nintendo","Children","Action",1.17041147196131
"X360","2007",86,58,8.1,89,"Xbox","Teen & Up","Action",1.07211253483779
"PS3","2008",54,24,7.8,132,"Sony","Children","Action",1.33630620956212
"X360","2009",71,41,7.4,25,"Xbox","Children","Action",1.2700012700019
"X360","2011",84,83,7.6,440,"Xbox","Teen & Up","Action",1.28036879932896
"X","2006",83,27,8.7,6,"Xbox","Children","Sports",1.01534616513362
"Wii","2008",92,10,7.7,45,"Nintendo","Teen & Up","Misc",1.03695169473043
"PS2","2004",70,29,8.8,31,"Sony","Children","Action",1.41421356237309
"DS","2012",80,40,8.2,90,"Nintendo","Children","Big-Brain",1.33630620956212
"Wii","2008",51,18,3.6,8,"Nintendo","Children","Action",1.40028008402801
"Wii","2007",74,23,8,27,"Nintendo","Teen & Up","Action",1.50755672288882
"X360","2007",80,54,7.9,101,"Xbox","Teen & Up","Big-Brain",1.20385853085769
"X360","2014",72,32,7.3,321,"Xbox","Teen & Up","Action",1.30188910980824
"WiiU","2012",77,70,7.7,760,"Nintendo","Teen & Up","Action",1.38675049056307
"Wii","2007",64,19,6.1,38,"Nintendo","Teen & Up","Action",1.49071198499986
"X360","2008",81,74,8,304,"Xbox","Teen & Up","Action",1.24034734589208
"X360","2008",81,73,7,189,"Xbox","Teen & Up","Action",1.36082763487954
"PS","1997",86,5,8.3,10,"Sony",NA,"Big-Brain",2.88675134594813
"PS2","2003",51,5,8,8,"Sony","Children","Sports",1.42857142857143
"Wii","2009",67,12,4.5,6,"Nintendo","Children","Action",1.03695169473043
"PSP","2010",86,73,8.4,256,"Sony","Teen & Up","Action",1.56173761888606
"X","2003",92,39,8.9,54,"Xbox","Teen & Up","Action",1.1322770341446
"X360","2013",79,16,7.8,33,"Xbox","Children","Misc",1.17041147196131
"PS3","2011",87,43,8.4,241,"Sony","Children","Action",1.74077655955698
"PS2","2002",72,16,9.3,54,"Sony","Teen & Up","Action",2.77350098112615
"PS3","2009",70,35,8.2,20,"Sony","Children","Big-Brain",1.66666666666667
"X","2000",79,24,8.5,10,"Xbox","Children","Sports",1.16247638743819
"X360","2011",82,25,6.6,49,"Xbox","Children","Sports",1.03142124625879
"X360","2012",85,60,7.6,88,"Xbox","Teen & Up","Action",1.17851130197758
"DS","2011",83,46,8.6,55,"Nintendo","Children","Action",1.44337567297406
"PS3","2008",55,65,6.5,296,"Sony","Teen & Up","Action",1.42857142857143
"PS","1998",88,13,9.1,69,"Sony","Teen & Up","Action",1.34839972492648
"PS4","2016",79,38,6.1,161,"Sony","Teen & Up","Sports",1.76776695296637
"PS3","2009",87,63,8.2,95,"Sony","Teen & Up","Sports",1.92450089729875
"PS2","2000",66,20,8,35,"Sony","Teen & Up","Action",1.82574185835055
"PS3","2008",70,39,5,26,"Sony","Teen & Up","Misc",1.17041147196131
"GC","2005",51,22,6.5,121,"Nintendo","Children","Action",1.14707866935281
"DS","2007",78,48,8.1,84,"Nintendo","Teen & Up","Action",1.88982236504614
"PSP","2006",75,26,8.3,30,"Sony","Teen & Up","Big-Brain",1.64398987305357
"PS3","2013",75,21,5.9,47,"Sony","Children","Action",1.40028008402801
"X360","2011",89,66,8.4,1111,"Xbox","Teen & Up","Big-Brain",1.25
"PS4","2015",76,46,4.3,897,"Sony","Teen & Up","Action",1.64398987305357
"PSP","2008",79,26,8.7,43,"Sony","Teen & Up","Sports",1.38675049056307
"X360","2009",82,46,7.6,34,"Xbox","Children","Sports",1.05999788000636
"PS3","2010",77,55,8.2,336,"Sony","Teen & Up","Big-Brain",1.88982236504614
"Wii","2009",75,21,6.2,17,"Nintendo","Children","Sports",2.08514414057075
"GBA","2005",54,27,5.4,34,"Nintendo","Children","Misc",1.41421356237309
"DS","2005",44,19,6.6,25,"Nintendo","Children","Big-Brain",1.07832773203438
"X360","2013",82,58,7.5,384,"Xbox","Teen & Up","Action",1.32453235706504
"X360","2013",78,68,6.4,697,"Xbox","Teen & Up","Action",1.25
"Wii","2007",59,13,5.9,18,"Nintendo","Teen & Up","Action",1.62221421130763
"PS2","2002",86,23,7.7,114,"Sony","Teen & Up","Big-Brain",1.85695338177052
"X360","2011",77,35,7.9,39,"Xbox","Children","Action",1.40028008402801
"X","2005",87,38,8.3,27,"Xbox","Children","Sports",1.17041147196131
"PS3","2007",81,31,5.3,33,"Sony","Children","Sports",1.05999788000636
"GBA","2003",88,31,9.2,144,"Nintendo","Children","Big-Brain",1.42857142857143
"X360","2009",82,88,8,269,"Xbox","Teen & Up","Action",1.2700012700019
"PS2","2003",85,19,7.6,53,"Sony","Children","Sports",1.45864991497895
"PS2","2007",75,37,7.8,69,"Sony","Teen & Up","Action",1.1322770341446
"3DS","2012",69,58,6.9,111,"Nintendo","Children","Sports",1.96116135138184
"PS3","2013",76,37,6.4,525,"Sony","Teen & Up","Action",1.49071198499986
"X","2004",81,34,8.7,23,"Xbox","Children","Sports",1.74077655955698
"PC","2012",89,23,5.5,5946,"PC","Teen & Up","Big-Brain",1.58113883008419
"DS","2006",54,17,2.1,11,"Nintendo","Children","Sports",1.08465228909328
"Wii","2009",79,20,6.6,15,"Nintendo","Children","Misc",1.30188910980824
"X360","2011",78,35,5.2,54,"Xbox","Children","Action",1.37360563948689
"GC","2006",84,25,9.1,16,"Nintendo","Children","Action",1.15470053837925
"PS","2000",86,16,9,45,"Sony","Teen & Up","Action",1.36082763487954
"PC","2012",88,43,8.2,3212,"PC","Teen & Up","Action",2.1320071635561
"PS2","2002",87,41,9.1,174,"Sony","Teen & Up","Big-Brain",1.62221421130763
"PC","2011",88,76,8.5,4408,"PC","Teen & Up","Action",2
"Wii","2010",77,26,7.6,18,"Nintendo","Teen & Up","Misc",1.45864991497895
"PS2","2000",85,22,8.1,9,"Sony","Children","Sports",1.45864991497895
"Wii","2008",82,48,8.6,73,"Nintendo","Children","Action",1.42857142857143
"PS2","2002",71,33,7.9,43,"Sony","Teen & Up","Action",1.66666666666667
"X","2002",81,27,8.4,24,"Xbox","Teen & Up","Action",1.13960576459638
"PS3","2012",70,21,6.9,92,"Sony","Teen & Up","Action",1.62221421130763
"X","2004",85,28,8.7,22,"Xbox","Children","Sports",1.06600358177805
"PSP","2006",52,47,6.7,18,"Sony","Teen & Up","Action",1.82574185835055
"3DS","2011",71,64,7.3,89,"Nintendo","Children","Big-Brain",1.58113883008419
"DS","2008",63,4,7.6,7,"Nintendo","Children","Sports",1.82574185835055
"X360","2010",73,79,7.3,126,"Xbox","Teen & Up","Action",1.2700012700019
"PS2","2004",60,8,7.7,11,"Sony","Children","Misc",1.11803398874989
"X360","2008",60,50,7.7,240,"Xbox","Children","Action",1.36082763487954
"PS2","2005",87,29,8.6,53,"Sony","Teen & Up","Action",1.66666666666667
"GC","2003",71,10,8.6,34,"Nintendo","Children","Action",1.16247638743819
"PS3","2012",74,69,7.3,542,"Sony","Teen & Up","Action",1.41421356237309
"PS3","2010",78,59,8,179,"Sony","Teen & Up","Action",2.58198889747161
"PS3","2012",79,18,6.9,157,"Sony","Teen & Up","Action",1.56173761888606
"PS2","2000",75,20,8.4,12,"Sony","Teen & Up","Big-Brain",1.92450089729875
"PS3","2011",79,53,7.7,114,"Sony","Teen & Up","Sports",2.04124145231932
"XOne","2014",85,28,6.9,708,"Xbox","Teen & Up","Big-Brain",1.31306432859723
"PS4","2015",70,46,7,80,"Sony","Children","Action",1.66666666666667
"PS3","2014",80,5,6.8,12,"Sony","Children","Action",1.74077655955698
"3DS","2011",81,65,8.2,232,"Nintendo","Children","Action",1.44337567297406
"PS3","2010",68,56,6.9,62,"Sony","Teen & Up","Action",1.85695338177052
"PS3","2011",73,42,7.1,34,"Sony","Children","Action",1.66666666666667
"PS2","2004",70,67,7.3,257,"Sony","Teen & Up","Action",1.12508790092602
"PS3","2013",84,27,7.7,314,"Sony","Teen & Up","Action",1.71498585142509
"PSP","2008",64,38,7.8,19,"Sony","Teen & Up","Big-Brain",2.23606797749979
"GC","2004",73,9,7.8,13,"Nintendo","Children","Action",1.17041147196131
"PS3","2011",77,18,4.8,42,"Sony","Children","Action",1.60128153805087
"PS2","2003",79,45,8.4,74,"Sony","Teen & Up","Action",1.47441956154897
"XOne","2015",71,24,6.9,188,"Xbox","Teen & Up","Action",1.45864991497895
"PC","2014",71,64,5.7,2429,"PC","Teen & Up","Big-Brain",1.74077655955698
"PS4","2016",77,80,3.4,1233,"Sony","Teen & Up","Action",1.54303349962092
"PS3","2008",78,37,7,49,"Sony","Teen & Up","Action",1.40028008402801
"X360","2009",83,26,6.7,37,"Xbox","Children","Sports",1.07211253483779
"PS3","2009",83,61,7.6,163,"Sony","Teen & Up","Action",1.36082763487954
"Wii","2009",47,15,4.5,21,"Nintendo","Children","Sports",1.20385853085769
"PS3","2008",64,77,7.5,213,"Sony","Teen & Up","Big-Brain",1.74077655955698
"XOne","2016",77,27,6.4,199,"Xbox","Teen & Up","Action",1.41421356237309
"PS2","2006",87,69,9.1,300,"Sony","Teen & Up","Action",1.15470053837925
"X","2003",92,41,7.8,72,"Xbox","Teen & Up","Action",1.32453235706504
"PS2","2006",83,30,8.9,31,"Sony","Children","Sports",1.1322770341446
"PS2","2002",79,20,6.8,18,"Sony","Children","Sports",1.47441956154897
"PS3","2013",77,32,7.9,189,"Sony","Teen & Up","Action",1.76776695296637
"DS","2005",70,13,6.1,24,"Nintendo","Children","Big-Brain",1.11111111111111
"X","2002",90,25,8.5,21,"Xbox","Teen & Up","Sports",1.30188910980824
"PS3","2008",76,48,8,70,"Sony","Teen & Up","Action",1.50755672288882
"PS3","2008",70,26,5.5,4,"Sony","Teen & Up","Misc",1.92450089729875
"3DS","2013",71,27,7.3,22,"Nintendo","Children","Action",2.42535625036333
"Wii","2009",85,20,8.6,17,"Nintendo","Teen & Up","Misc",1.58113883008419
"PS4","2015",80,69,6.2,161,"Sony","Teen & Up","Misc",1.64398987305357
"X360","2009",90,86,8,598,"Xbox","Teen & Up","Action",1.40028008402801
"GBA","2003",71,16,8.9,9,"Nintendo","Children","Action",1.22169444356305
"PS2","2007",83,25,8.6,19,"Sony","Children","Sports",1.13960576459638
"DS","2007",61,11,4.8,5,"Nintendo","Children","Big-Brain",1.08465228909328
"PC","2012",89,38,8.2,2496,"PC","Teen & Up","Action",1.54303349962092
"GC","2006",71,21,7,5,"Nintendo","Children","Sports",1.17851130197758
"PS3","2014",85,31,8.5,575,"Sony","Teen & Up","Big-Brain",1.50755672288882
"DS","2010",66,58,6.9,77,"Nintendo","Children","Big-Brain",1.37360563948689
"PS4","2015",80,44,7.8,190,"Sony","Children","Sports",1.21267812518166
"X360","2009",77,47,7.8,112,"Xbox","Teen & Up","Action",1.66666666666667
"PS4","2014",73,43,7.1,75,"Sony","Children","Action",1.64398987305357
"X360","2014",82,33,8.4,367,"Xbox","Teen & Up","Big-Brain",1.31306432859723
"X360","2011",39,5,5.6,8,"Xbox","Children","Misc",1.07211253483779
"PC","2012",80,21,6.2,1502,"PC","Teen & Up","Action",1.88982236504614
"PS2","2003",59,29,8.7,31,"Sony","Children","Action",1.49071198499986
"PS2","2001",63,17,3.3,9,"Sony","Children","Big-Brain",1.49071198499986
"X360","2010",86,29,7.1,70,"Xbox","Children","Sports",1.07832773203438
"PS","2000",61,11,6.7,44,"Sony","Teen & Up","Action",1.40028008402801
"DS","2005",81,53,9.2,203,"Nintendo","Teen & Up","Action",1.50755672288882
"PS4","2015",82,49,7.8,347,"Sony","Teen & Up","Action",1.54303349962092
"3DS","2012",74,21,8.2,62,"Nintendo","Children","Action",1.56173761888606
"PS3","2011",76,27,8.3,48,"Sony","Children","Action",1.66666666666667
"PS3","2012",87,23,7.5,75,"Sony","Children","Sports",1.07832773203438
"Wii","2011",60,34,6.1,16,"Nintendo","Children","Misc",2.08514414057075
"PSP","2006",48,9,6.4,13,"Sony","Children","Action",1.34839972492648
"X360","2010",73,71,7.7,225,"Xbox","Teen & Up","Action",1.25988157669742
"PS3","2010",78,20,5.4,14,"Sony","Children","Sports",1.37360563948689
"X360","2008",79,47,7.1,34,"Xbox","Teen & Up","Action",1.31306432859723
"GC","2006",59,32,8,46,"Nintendo","Children","Sports",1.18678165819385
"X360","2006",79,56,7.8,161,"Xbox","Teen & Up","Big-Brain",1.82574185835055
"3DS","2013",61,4,5.2,11,"Nintendo","Children","Action",1.54303349962092
"XOne","2013",86,15,5.7,183,"Xbox","Children","Sports",1.18678165819385
